,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,FY,MatchWinner,halftimeWinner,FT_Point,FT_Winner,FT_Draw,FT_Loss,HT_Winner,HT_Draw,HT_Loss,Target_Home%,Target_Away%,Manager,Home_Win,Away_Win,Home_Loss,Away_Loss,Home_Draw,Away_Draw,Diff_Score
1129,2012-08-05,Liverpool,Chelsea,4,1,H,3,0,H,K Friend,23,9,13,5,15,13,7,4,2,4,0,0,FY1112,Liverpool,Liverpool,3,1,0,0,1,0,0,56.52,55.56,Brendan Rodgers,1,0,0,0,0,0,3
1136,2012-05-13,Swansea,Liverpool,1,0,H,0,0,D,M Halsey,13,14,8,9,5,5,6,5,1,1,0,0,FY1112,Swansea,draw,0,0,0,1,0,1,1,61.54,64.29,Kenny Dalglish,0,0,0,1,0,0,-1
1145,2012-08-18,West Brom,Liverpool,3,0,H,1,0,H,P Dowd,15,14,10,7,10,11,7,3,1,4,0,1,FY1213,West Brom,West Brom,0,0,0,1,0,0,1,66.67,50.0,Brendan Rodgers,0,0,0,1,0,0,-3
1158,2012-08-26,Liverpool,Man City,2,2,D,1,0,H,A Marriner,15,11,8,5,10,7,4,4,1,0,0,0,FY1213,draw,Liverpool,1,0,1,0,1,0,0,53.33,45.45,Brendan Rodgers,0,0,0,0,1,0,0
1166,2012-02-09,Liverpool,Arsenal,0,2,A,0,1,A,H Webb,17,11,8,7,12,7,10,2,2,2,0,0,FY1213,Arsenal,Arsenal,0,0,0,1,0,0,1,47.06,63.64,Kenny Dalglish,0,0,1,0,0,0,-2
1176,2012-09-15,Sunderland,Liverpool,1,1,D,1,0,H,M Atkinson,6,20,4,9,18,10,2,7,1,2,0,0,FY1213,draw,Sunderland,1,0,1,0,0,0,1,66.67,45.0,Brendan Rodgers,0,0,0,0,0,1,0
1185,2012-09-23,Liverpool,Man United,1,2,A,0,0,D,M Halsey,13,8,8,4,14,7,7,3,1,2,1,0,FY1213,Man United,draw,0,0,0,1,0,1,1,61.54,50.0,Brendan Rodgers,0,0,1,0,0,0,-1
1193,2012-09-29,Norwich,Liverpool,2,5,A,0,2,A,M Jones,10,10,7,6,5,2,5,5,1,0,0,0,FY1213,Liverpool,Liverpool,3,1,0,0,1,0,0,70.0,60.0,Brendan Rodgers,0,1,0,0,0,0,3
1205,2012-07-10,Liverpool,Stoke,0,0,D,0,0,D,L Mason,16,5,5,3,9,16,5,5,0,6,0,0,FY1213,draw,draw,1,0,1,0,0,1,1,31.25,60.0,Brendan Rodgers,0,0,0,0,1,0,0
1210,2012-10-20,Liverpool,Reading,1,0,H,1,0,H,R East,23,8,13,5,13,6,6,5,1,1,0,0,FY1213,Liverpool,Liverpool,3,1,0,0,1,0,0,56.52,62.5,Brendan Rodgers,1,0,0,0,0,0,1
1226,2012-10-28,Everton,Liverpool,2,2,D,2,2,D,A Marriner,17,12,8,5,16,18,9,5,4,3,0,0,FY1213,draw,draw,1,0,1,0,0,1,1,47.06,41.67,Brendan Rodgers,0,0,0,0,0,1,0
1236,2012-04-11,Liverpool,Newcastle,1,1,D,0,1,A,A Taylor,20,10,12,3,10,13,14,3,0,1,0,1,FY1213,draw,Newcastle,1,0,1,0,0,0,1,60.0,30.0,Kenny Dalglish,0,0,0,0,1,0,0
1246,2012-11-11,Chelsea,Liverpool,1,1,D,1,0,H,H Webb,12,9,3,5,12,13,4,7,1,3,0,0,FY1213,draw,Chelsea,1,0,1,0,0,0,1,25.0,55.56,Brendan Rodgers,0,0,0,0,0,1,0
1250,2012-11-17,Liverpool,Wigan,3,0,H,0,0,D,K Friend,22,9,11,3,9,11,10,5,0,3,0,0,FY1213,Liverpool,draw,3,1,0,0,0,1,1,50.0,33.33,Brendan Rodgers,1,0,0,0,0,0,3
1267,2012-11-25,Swansea,Liverpool,0,0,D,0,0,D,J Moss,17,21,8,14,6,10,7,6,1,0,0,0,FY1213,draw,draw,1,0,1,0,0,1,1,47.06,66.67,Brendan Rodgers,0,0,0,0,0,1,0
1277,2012-11-28,Tottenham,Liverpool,2,1,H,2,0,H,P Dowd,14,14,7,9,4,14,1,12,1,2,0,0,FY1213,Tottenham,Tottenham,0,0,0,1,0,0,1,50.0,64.29,Brendan Rodgers,0,0,0,1,0,0,-1
1281,2012-01-12,Liverpool,Southampton,1,0,H,1,0,H,M Oliver,24,8,11,4,10,8,10,4,2,0,0,0,FY1213,Liverpool,Liverpool,3,1,0,0,1,0,0,45.83,50.0,Kenny Dalglish,1,0,0,0,0,0,1
1297,2012-09-12,West Ham,Liverpool,2,3,A,2,1,H,L Probert,9,16,6,8,12,10,2,5,1,2,0,0,FY1213,Liverpool,West Ham,3,1,0,0,0,0,1,66.67,50.0,Brendan Rodgers,0,1,0,0,0,0,1
1300,2012-12-15,Liverpool,Aston Villa,1,3,A,0,2,A,N Swarbrick,26,9,17,6,4,11,7,2,1,2,0,0,FY1213,Aston Villa,Aston Villa,0,0,0,1,0,0,1,65.38,66.67,Brendan Rodgers,0,0,1,0,0,0,-2
1309,2012-12-22,Liverpool,Fulham,4,0,H,2,0,H,M Clattenburg,22,7,12,6,13,6,8,2,1,2,0,0,FY1213,Liverpool,Liverpool,3,1,0,0,1,0,0,54.55,85.71,Brendan Rodgers,1,0,0,0,0,0,4
1326,2012-12-26,Stoke,Liverpool,3,1,H,2,1,H,H Webb,7,12,6,6,11,5,6,8,3,1,0,0,FY1213,Stoke,Stoke,0,0,0,1,0,0,1,85.71,50.0,Brendan Rodgers,0,0,0,1,0,0,-2
1337,2012-12-30,QPR,Liverpool,0,3,A,0,3,A,A Taylor,14,16,7,11,10,8,1,9,2,1,0,0,FY1213,Liverpool,Liverpool,3,1,0,0,1,0,0,50.0,68.75,Brendan Rodgers,0,1,0,0,0,0,3
1346,2013-02-01,Liverpool,Sunderland,3,0,H,2,0,H,P Dowd,27,6,16,5,8,5,9,5,0,1,0,0,FY1213,Liverpool,Liverpool,3,1,0,0,1,0,0,59.26,83.33,Brendan Rodgers,1,0,0,0,0,0,3
1357,2013-01-13,Man United,Liverpool,2,1,H,1,0,H,H Webb,15,12,10,5,14,16,3,1,1,4,0,0,FY1213,Man United,Man United,0,0,0,1,0,0,1,66.67,41.67,Brendan Rodgers,0,0,0,1,0,0,-1
1359,2013-01-19,Liverpool,Norwich,5,0,H,2,0,H,M Oliver,17,5,10,3,10,8,10,4,1,1,0,0,FY1213,Liverpool,Liverpool,3,1,0,0,1,0,0,58.82,60.0,Brendan Rodgers,1,0,0,0,0,0,5
1374,2013-01-30,Arsenal,Liverpool,2,2,D,0,1,A,K Friend,14,10,6,5,9,11,8,6,3,1,0,0,FY1213,draw,Liverpool,1,0,1,0,1,0,0,42.86,50.0,Brendan Rodgers,0,0,0,0,0,1,0
1388,2013-03-02,Man City,Liverpool,2,2,D,1,1,D,A Taylor,9,21,5,12,14,7,9,10,2,4,0,0,FY1213,draw,draw,1,0,1,0,0,1,1,55.56,57.14,Brendan Rodgers,0,0,0,0,0,1,0
1399,2013-11-02,Liverpool,West Brom,0,2,A,0,0,D,J Moss,23,4,14,3,9,9,13,5,1,4,0,0,FY1213,West Brom,draw,0,0,0,1,0,1,1,60.87,75.0,Brendan Rodgers,0,0,1,0,0,0,-2
1400,2013-02-17,Liverpool,Swansea,5,0,H,1,0,H,H Webb,33,4,18,3,6,9,10,1,0,1,0,0,FY1213,Liverpool,Liverpool,3,1,0,0,1,0,0,54.55,75.0,Brendan Rodgers,1,0,0,0,0,0,5
1417,2013-02-03,Wigan,Liverpool,0,4,A,0,3,A,M Atkinson,15,8,11,7,11,15,4,3,2,2,0,0,FY1213,Liverpool,Liverpool,3,1,0,0,1,0,0,73.33,87.5,Brendan Rodgers,0,1,0,0,0,0,4
1424,2013-10-03,Liverpool,Tottenham,3,2,H,1,1,D,M Oliver,10,15,4,9,9,8,1,4,1,1,0,0,FY1213,Liverpool,draw,3,1,0,0,0,1,1,40.0,60.0,Brendan Rodgers,1,0,0,0,0,0,1
1429,2013-03-16,Southampton,Liverpool,3,1,H,2,1,H,P Dowd,17,8,12,6,10,10,7,5,0,1,0,0,FY1213,Southampton,Southampton,0,0,0,1,0,0,1,70.59,75.0,Brendan Rodgers,0,0,0,1,0,0,-2
1444,2013-03-31,Aston Villa,Liverpool,1,2,A,1,0,H,L Mason,10,16,7,12,9,8,7,8,1,1,0,0,FY1213,Liverpool,Aston Villa,3,1,0,0,0,0,1,70.0,75.0,Brendan Rodgers,0,1,0,0,0,0,1
1451,2013-07-04,Liverpool,West Ham,0,0,D,0,0,D,A Taylor,19,10,12,4,8,4,12,2,0,1,0,0,FY1213,draw,draw,1,0,1,0,0,1,1,63.16,40.0,Brendan Rodgers,0,0,0,0,1,0,0
1459,2013-04-13,Reading,Liverpool,0,0,D,0,0,D,M Clattenburg,7,26,5,15,9,8,4,9,2,1,0,0,FY1213,draw,draw,1,0,1,0,0,1,1,71.43,57.69,Brendan Rodgers,0,0,0,0,0,1,0
1474,2013-04-21,Liverpool,Chelsea,2,2,D,0,1,A,K Friend,23,9,12,6,8,11,8,5,5,2,0,0,FY1213,draw,Chelsea,1,0,1,0,0,0,1,52.17,66.67,Brendan Rodgers,0,0,0,0,1,0,0
1479,2013-04-27,Newcastle,Liverpool,0,6,A,0,2,A,A Marriner,5,11,1,10,14,7,5,7,3,2,1,0,FY1213,Liverpool,Liverpool,3,1,0,0,1,0,0,20.0,90.91,Brendan Rodgers,0,1,0,0,0,0,6
1494,2013-05-05,Liverpool,Everton,0,0,D,0,0,D,M Oliver,16,11,8,4,10,10,3,5,1,2,0,0,FY1213,draw,draw,1,0,1,0,0,1,1,50.0,36.36,Brendan Rodgers,0,0,0,0,1,0,0
1502,2013-12-05,Fulham,Liverpool,1,3,A,1,1,D,M Halsey,10,20,8,14,2,10,7,8,0,1,0,0,FY1213,Liverpool,draw,3,1,0,0,0,1,1,80.0,70.0,Brendan Rodgers,0,1,0,0,0,0,2
1511,2013-05-19,Liverpool,QPR,1,0,H,1,0,H,M Atkinson,27,10,20,3,7,3,14,0,1,3,0,0,FY1213,Liverpool,Liverpool,3,1,0,0,1,0,0,74.07,30.0,Brendan Rodgers,1,0,0,0,0,0,1
1521,2013-08-17,Liverpool,Stoke,1,0,H,1,0,H,M Atkinson,26,10,11,4,11,11,12,6,1,1,0,0,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,42.31,40.0,Brendan Rodgers,1,0,0,0,0,0,1
1531,2013-08-24,Aston Villa,Liverpool,0,1,A,0,1,A,M Clattenburg,17,5,3,1,9,8,8,2,3,3,0,0,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,17.65,20.0,Brendan Rodgers,0,1,0,0,0,0,1
1548,2013-01-09,Liverpool,Man United,1,0,H,1,0,H,A Marriner,10,10,5,4,15,15,2,7,2,4,0,0,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,50.0,40.0,Brendan Rodgers,1,0,0,0,0,0,1
1559,2013-09-16,Swansea,Liverpool,2,2,D,1,2,A,M Oliver,17,12,8,5,7,10,3,7,2,3,0,0,FY1314,draw,Liverpool,1,0,1,0,1,0,0,47.06,41.67,Brendan Rodgers,0,0,0,0,0,1,0
1561,2013-09-21,Liverpool,Southampton,0,1,A,0,0,D,N Swarbrick,10,12,5,7,6,9,6,6,0,1,0,0,FY1314,Southampton,draw,0,0,0,1,0,1,1,50.0,58.33,Brendan Rodgers,0,0,1,0,0,0,-1
1578,2013-09-29,Sunderland,Liverpool,1,3,A,0,2,A,H Webb,23,15,5,6,8,10,10,8,2,1,0,0,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,21.74,40.0,Brendan Rodgers,0,1,0,0,0,0,2
1583,2013-05-10,Liverpool,Crystal Palace,3,1,H,3,0,H,A Taylor,13,11,7,2,11,6,11,3,2,1,0,0,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,53.85,18.18,Brendan Rodgers,1,0,0,0,0,0,2
1594,2013-10-19,Newcastle,Liverpool,2,2,D,1,1,D,A Marriner,14,23,4,7,8,10,3,13,2,3,1,0,FY1314,draw,draw,1,0,1,0,0,1,1,28.57,30.43,Brendan Rodgers,0,0,0,0,0,1,0
1602,2013-10-26,Liverpool,West Brom,4,1,H,2,0,H,J Moss,18,15,7,3,14,11,3,9,0,2,0,0,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,38.89,20.0,Brendan Rodgers,1,0,0,0,0,0,3
1610,2013-02-11,Arsenal,Liverpool,2,0,H,1,0,H,M Atkinson,12,12,7,4,11,7,3,5,2,1,0,0,FY1314,Arsenal,Arsenal,0,0,0,1,0,0,1,58.33,33.33,Brendan Rodgers,0,0,0,1,0,0,-2
1623,2013-09-11,Liverpool,Fulham,4,0,H,3,0,H,M Jones,32,4,10,1,13,9,9,3,0,1,0,0,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,31.25,25.0,Brendan Rodgers,1,0,0,0,0,0,4
1631,2013-11-23,Everton,Liverpool,3,3,D,1,2,A,P Dowd,18,11,12,5,16,15,6,7,4,3,0,0,FY1314,draw,Liverpool,1,0,1,0,1,0,0,66.67,45.45,Brendan Rodgers,0,0,0,0,0,1,0
1647,2013-01-12,Hull,Liverpool,3,1,H,1,1,D,H Webb,12,9,4,4,10,16,2,6,2,0,0,0,FY1314,Hull,draw,0,0,0,1,0,1,1,33.33,44.44,Brendan Rodgers,0,0,0,1,0,0,-2
1653,2013-04-12,Liverpool,Norwich,5,1,H,3,0,H,A Taylor,28,14,12,5,10,6,4,0,3,1,0,0,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,42.86,35.71,Brendan Rodgers,1,0,0,0,0,0,4
1661,2013-07-12,Liverpool,West Ham,4,1,H,1,0,H,M Oliver,32,8,9,1,9,12,8,4,0,3,0,1,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,28.12,12.5,Brendan Rodgers,1,0,0,0,0,0,3
1679,2013-12-15,Tottenham,Liverpool,0,5,A,0,2,A,J Moss,9,21,0,10,17,15,2,9,3,0,1,0,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,0.0,47.62,Brendan Rodgers,0,1,0,0,0,0,5
1682,2013-12-21,Liverpool,Cardiff,3,1,H,3,0,H,L Probert,27,10,7,3,11,13,9,5,2,0,0,0,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,25.93,30.0,Brendan Rodgers,1,0,0,0,0,0,2
1695,2013-12-26,Man City,Liverpool,2,1,H,2,1,H,L Mason,20,12,6,5,10,9,7,6,1,3,0,0,FY1314,Man City,Man City,0,0,0,1,0,0,1,30.0,41.67,Brendan Rodgers,0,0,0,1,0,0,-1
1706,2013-12-29,Chelsea,Liverpool,2,1,H,2,1,H,H Webb,11,8,5,4,17,17,4,2,4,1,0,0,FY1314,Chelsea,Chelsea,0,0,0,1,0,0,1,45.45,50.0,Brendan Rodgers,0,0,0,1,0,0,-1
1713,2014-01-01,Liverpool,Hull,2,0,H,1,0,H,C Pawson,17,10,6,0,15,15,3,4,1,2,0,0,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,35.29,0.0,Brendan Rodgers,1,0,0,0,0,0,2
1728,2014-12-01,Stoke,Liverpool,3,5,A,2,2,D,A Taylor,13,13,4,9,10,8,11,2,1,1,0,0,FY1314,Liverpool,draw,3,1,0,0,0,1,1,30.77,69.23,Brendan Rodgers,0,1,0,0,0,0,2
1732,2014-01-18,Liverpool,Aston Villa,2,2,D,1,2,A,J Moss,14,12,6,3,14,18,2,3,1,4,0,0,FY1314,draw,Aston Villa,1,0,1,0,0,0,1,42.86,25.0,Brendan Rodgers,0,0,0,0,1,0,0
1741,2014-01-28,Liverpool,Everton,4,0,H,3,0,H,M Atkinson,20,18,9,4,11,13,5,8,0,3,0,0,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,45.0,22.22,Brendan Rodgers,1,0,0,0,0,0,4
1758,2014-02-02,West Brom,Liverpool,1,1,D,0,1,A,K Friend,12,12,4,3,13,15,3,4,4,2,0,0,FY1314,draw,Liverpool,1,0,1,0,1,0,0,33.33,25.0,Brendan Rodgers,0,0,0,0,0,1,0
1763,2014-08-02,Liverpool,Arsenal,5,1,H,4,0,H,M Oliver,22,11,12,6,14,14,6,6,1,2,0,0,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,54.55,54.55,Brendan Rodgers,1,0,0,0,0,0,4
1775,2014-12-02,Fulham,Liverpool,2,3,A,1,1,D,P Dowd,10,21,3,7,7,9,7,5,4,3,0,0,FY1314,Liverpool,draw,3,1,0,0,0,1,1,30.0,33.33,Brendan Rodgers,0,1,0,0,0,0,1
1785,2014-02-23,Liverpool,Swansea,4,3,H,3,2,H,M Jones,21,14,10,5,9,11,3,5,1,0,0,0,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,47.62,35.71,Brendan Rodgers,1,0,0,0,0,0,1
1791,2014-01-03,Southampton,Liverpool,0,3,A,0,1,A,L Probert,13,12,2,5,10,6,3,6,1,2,0,0,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,15.38,41.67,Brendan Rodgers,0,1,0,0,0,0,3
1809,2014-03-16,Man United,Liverpool,0,3,A,0,1,A,M Clattenburg,13,17,1,7,13,12,3,4,1,4,1,0,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,7.69,41.18,Brendan Rodgers,0,1,0,0,0,0,3
1811,2014-03-22,Cardiff,Liverpool,3,6,A,2,2,D,N Swarbrick,9,19,3,9,14,11,4,6,2,3,0,0,FY1314,Liverpool,draw,3,1,0,0,0,1,1,33.33,47.37,Brendan Rodgers,0,1,0,0,0,0,3
1824,2014-03-26,Liverpool,Sunderland,2,1,H,1,0,H,K Friend,21,12,7,4,5,15,3,4,0,2,0,0,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,33.33,33.33,Brendan Rodgers,1,0,0,0,0,0,1
1834,2014-03-30,Liverpool,Tottenham,4,0,H,2,0,H,P Dowd,11,15,5,4,9,9,5,7,0,2,0,0,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,45.45,26.67,Brendan Rodgers,1,0,0,0,0,0,4
1844,2014-06-04,West Ham,Liverpool,1,2,A,1,1,D,A Taylor,11,17,1,8,10,9,4,4,4,0,0,0,FY1314,Liverpool,draw,3,1,0,0,0,1,1,9.09,47.06,Brendan Rodgers,0,1,0,0,0,0,1
1852,2014-04-13,Liverpool,Man City,3,2,H,2,0,H,M Clattenburg,10,13,4,5,7,9,7,7,1,3,1,0,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,40.0,38.46,Brendan Rodgers,1,0,0,0,0,0,1
1865,2014-04-20,Norwich,Liverpool,2,3,A,0,2,A,A Marriner,13,14,5,6,16,10,8,3,3,2,0,0,FY1314,Liverpool,Liverpool,3,1,0,0,1,0,0,38.46,42.86,Brendan Rodgers,0,1,0,0,0,0,1
1874,2014-04-27,Liverpool,Chelsea,0,2,A,0,1,A,M Atkinson,26,11,8,4,9,7,14,3,0,4,0,0,FY1314,Chelsea,Chelsea,0,0,0,1,0,0,1,30.77,36.36,Brendan Rodgers,0,0,1,0,0,0,-2
1886,2014-05-05,Crystal Palace,Liverpool,3,3,D,0,1,A,M Clattenburg,10,26,6,9,7,12,7,7,2,3,0,0,FY1314,draw,Liverpool,1,0,1,0,1,0,0,60.0,34.62,Brendan Rodgers,0,0,0,0,0,1,0
1893,2014-11-05,Liverpool,Newcastle,2,1,H,0,1,A,P Dowd,13,8,5,2,8,16,6,2,1,3,0,2,FY1314,Liverpool,Newcastle,3,1,0,0,0,0,1,38.46,25.0,Brendan Rodgers,1,0,0,0,0,0,1
1907,2014-08-17,Liverpool,Southampton,2,1,H,1,0,H,M Clattenburg,12,12,5,6,8,11,2,6,1,2,0,0,FY1415,Liverpool,Liverpool,3,1,0,0,1,0,0,41.67,50.0,Brendan Rodgers,1,0,0,0,0,0,1
1919,2014-08-25,Man City,Liverpool,3,1,H,1,0,H,M Oliver,9,11,4,3,13,7,6,7,1,1,0,0,FY1415,Man City,Man City,0,0,0,1,0,0,1,44.44,27.27,Brendan Rodgers,0,0,0,1,0,0,-2
1929,2014-08-31,Tottenham,Liverpool,0,3,A,0,1,A,P Dowd,7,17,1,8,14,11,7,3,0,4,0,0,FY1415,Liverpool,Liverpool,3,1,0,0,1,0,0,14.29,47.06,Brendan Rodgers,0,1,0,0,0,0,3
1933,2014-09-13,Liverpool,Aston Villa,0,1,A,0,1,A,L Mason,18,5,1,1,9,10,7,6,2,1,0,0,FY1415,Aston Villa,Aston Villa,0,0,0,1,0,0,1,5.56,20.0,Brendan Rodgers,0,0,1,0,0,0,-1
1945,2014-09-20,West Ham,Liverpool,3,1,H,2,1,H,C Pawson,13,11,7,5,16,11,7,5,4,1,0,0,FY1415,West Ham,West Ham,0,0,0,1,0,0,1,53.85,45.45,Brendan Rodgers,0,0,0,1,0,0,-2
1954,2014-09-27,Liverpool,Everton,1,1,D,0,0,D,M Atkinson,24,11,8,5,8,9,8,2,2,1,0,0,FY1415,draw,draw,1,0,1,0,0,1,1,33.33,45.45,Brendan Rodgers,0,0,0,0,1,0,0
1963,2014-04-10,Liverpool,West Brom,2,1,H,1,0,H,M Oliver,19,8,7,4,12,15,5,5,2,2,0,0,FY1415,Liverpool,Liverpool,3,1,0,0,1,0,0,36.84,50.0,Brendan Rodgers,1,0,0,0,0,0,1
1977,2014-10-19,QPR,Liverpool,2,3,A,0,0,D,P Dowd,15,15,6,5,10,15,7,2,2,3,0,0,FY1415,Liverpool,draw,3,1,0,0,0,1,1,40.0,33.33,Brendan Rodgers,0,1,0,0,0,0,1
1980,2014-10-25,Liverpool,Hull,0,0,D,0,0,D,N Swarbrick,17,6,4,3,12,17,14,1,3,2,0,0,FY1415,draw,draw,1,0,1,0,0,1,1,23.53,50.0,Brendan Rodgers,0,0,0,0,1,0,0
1995,2014-01-11,Newcastle,Liverpool,1,0,H,0,0,D,A Marriner,14,6,3,3,13,8,7,2,4,3,0,0,FY1415,Newcastle,draw,0,0,0,1,0,1,1,21.43,50.0,Brendan Rodgers,0,0,0,1,0,0,-1
2001,2014-08-11,Liverpool,Chelsea,1,2,A,1,1,D,A Taylor,12,15,4,5,9,12,5,7,2,5,0,0,FY1415,Chelsea,draw,0,0,0,1,0,1,1,33.33,33.33,Brendan Rodgers,0,0,1,0,0,0,-1
2017,2014-11-23,Crystal Palace,Liverpool,3,1,H,1,1,D,J Moss,15,12,5,1,21,10,4,3,1,2,0,0,FY1415,Crystal Palace,draw,0,0,0,1,0,1,1,33.33,8.33,Brendan Rodgers,0,0,0,1,0,0,-2
2021,2014-11-29,Liverpool,Stoke,1,0,H,0,0,D,C Pawson,16,13,3,4,11,9,5,5,0,3,0,0,FY1415,Liverpool,draw,3,1,0,0,0,1,1,18.75,30.77,Brendan Rodgers,1,0,0,0,0,0,1
2032,2014-02-12,Leicester,Liverpool,1,3,A,1,1,D,L Mason,20,11,4,3,11,10,7,4,1,2,1,0,FY1415,Liverpool,draw,3,1,0,0,0,1,1,20.0,27.27,Brendan Rodgers,0,1,0,0,0,0,2
2041,2014-06-12,Liverpool,Sunderland,0,0,D,0,0,D,N Swarbrick,15,7,2,1,12,15,5,7,1,3,0,0,FY1415,draw,draw,1,0,1,0,0,1,1,13.33,14.29,Brendan Rodgers,0,0,0,0,1,0,0
2057,2014-12-14,Man United,Liverpool,3,0,H,2,0,H,M Atkinson,11,19,6,9,13,14,2,7,4,3,0,0,FY1415,Man United,Man United,0,0,0,1,0,0,1,54.55,47.37,Brendan Rodgers,0,0,0,1,0,0,-3
2067,2014-12-21,Liverpool,Arsenal,2,2,D,1,1,D,M Oliver,27,7,10,3,6,14,10,6,0,3,1,0,FY1415,draw,draw,1,0,1,0,0,1,1,37.04,42.86,Brendan Rodgers,0,0,0,0,1,0,0
2071,2014-12-26,Burnley,Liverpool,0,1,A,0,0,D,A Taylor,16,10,0,3,7,5,8,2,0,1,0,0,FY1415,Liverpool,draw,3,1,0,0,0,1,1,0.0,30.0,Brendan Rodgers,0,1,0,0,0,0,1
2089,2014-12-29,Liverpool,Swansea,4,1,H,1,0,H,A Marriner,21,11,11,4,8,5,6,3,1,0,0,0,FY1415,Liverpool,Liverpool,3,1,0,0,1,0,0,52.38,36.36,Brendan Rodgers,1,0,0,0,0,0,3
2092,2015-01-01,Liverpool,Leicester,2,2,D,2,0,H,M Jones,18,16,6,3,13,10,4,5,2,2,0,0,FY1415,draw,Liverpool,1,0,1,0,1,0,0,33.33,18.75,Brendan Rodgers,0,0,0,0,1,0,0
2105,2015-10-01,Sunderland,Liverpool,0,1,A,0,1,A,C Pawson,5,21,1,4,12,11,6,6,1,4,1,0,FY1415,Liverpool,Liverpool,3,1,0,0,1,0,0,20.0,19.05,Brendan Rodgers,0,1,0,0,0,0,1
2110,2015-01-17,Aston Villa,Liverpool,0,2,A,0,1,A,M Clattenburg,15,12,4,5,13,11,9,5,1,1,0,0,FY1415,Liverpool,Liverpool,3,1,0,0,1,0,0,26.67,41.67,Brendan Rodgers,0,1,0,0,0,0,2
2123,2015-01-31,Liverpool,West Ham,2,0,H,0,0,D,A Marriner,21,7,7,2,12,12,5,7,1,1,0,0,FY1415,Liverpool,draw,3,1,0,0,0,1,1,33.33,28.57,Brendan Rodgers,1,0,0,0,0,0,2
2131,2015-07-02,Everton,Liverpool,0,0,D,0,0,D,A Taylor,6,17,1,6,11,7,3,6,4,1,0,0,FY1415,draw,draw,1,0,1,0,0,1,1,16.67,35.29,Brendan Rodgers,0,0,0,0,0,1,0
2142,2015-10-02,Liverpool,Tottenham,3,2,H,1,1,D,P Dowd,16,14,7,5,13,17,5,7,3,6,0,0,FY1415,Liverpool,draw,3,1,0,0,0,1,1,43.75,35.71,Brendan Rodgers,1,0,0,0,0,0,1
2158,2015-02-22,Southampton,Liverpool,0,2,A,0,1,A,K Friend,13,6,5,4,11,14,6,1,2,3,0,0,FY1415,Liverpool,Liverpool,3,1,0,0,1,0,0,38.46,66.67,Brendan Rodgers,0,1,0,0,0,0,2
2167,2015-01-03,Liverpool,Man City,2,1,H,1,1,D,M Clattenburg,11,8,5,1,8,16,3,0,1,3,0,0,FY1415,Liverpool,draw,3,1,0,0,0,1,1,45.45,12.5,Brendan Rodgers,1,0,0,0,0,0,1
2171,2015-04-03,Liverpool,Burnley,2,0,H,1,0,H,L Mason,20,9,8,1,8,14,6,5,0,1,0,0,FY1415,Liverpool,Liverpool,3,1,0,0,1,0,0,40.0,11.11,Brendan Rodgers,1,0,0,0,0,0,2
2188,2015-03-16,Swansea,Liverpool,0,1,A,0,0,D,R East,10,16,3,5,13,16,4,5,0,3,0,0,FY1415,Liverpool,draw,3,1,0,0,0,1,1,30.0,31.25,Brendan Rodgers,0,1,0,0,0,0,1
2197,2015-03-22,Liverpool,Man United,1,2,A,0,1,A,M Atkinson,7,6,1,4,14,17,2,3,2,2,1,0,FY1415,Man United,Man United,0,0,0,1,0,0,1,14.29,66.67,Brendan Rodgers,0,0,1,0,0,0,-1
2199,2015-04-04,Arsenal,Liverpool,4,1,H,3,0,H,A Taylor,16,13,10,2,7,9,6,5,1,0,0,1,FY1415,Arsenal,Arsenal,0,0,0,1,0,0,1,62.5,15.38,Brendan Rodgers,0,0,0,1,0,0,-3
2219,2015-04-13,Liverpool,Newcastle,2,0,H,1,0,H,L Mason,14,10,6,3,8,17,6,6,2,0,0,1,FY1415,Liverpool,Liverpool,3,1,0,0,1,0,0,42.86,30.0,Brendan Rodgers,1,0,0,0,0,0,2
